"","MSOA11CD.row","tuesday.12pm15","tuesday.12pm30","tuesday.12pm45","tuesday.12pm60","tuesday.12pm75","tuesday.12pm90"
"2843",4914,NA,NA,NA,NA,NA,1
"2844",4915,NA,NA,NA,NA,1,1
"2845",4919,NA,NA,NA,1,1,1
"2847",4920,NA,NA,1,2,2,5
"2848",4921,NA,NA,1,2,3,3
"2849",4922,NA,1,1,3,4,6
"2850",4923,NA,NA,1,2,2,2
"2851",4924,NA,NA,2,2,4,4
"2852",4925,NA,NA,1,2,3,4
"2853",4926,NA,NA,1,2,3,4
"2854",4927,NA,NA,NA,1,1,1
"2855",4928,NA,NA,NA,1,3,4
"2856",4929,NA,1,1,1,3,3
"2858",4930,NA,NA,NA,NA,2,4
"2859",4932,NA,1,1,NA,2,2
"2860",4933,NA,NA,1,1,1,2
"2862",4943,NA,1,1,1,2,3
"2863",4944,NA,NA,NA,1,1,1
"2864",4945,NA,NA,NA,1,1,1
"2865",4947,NA,NA,NA,1,1,1
"2866",4949,NA,1,1,2,3,3
"2868",4950,1,1,1,2,3,3
"2869",4952,NA,1,1,1,2,3
"2870",4953,1,1,1,1,2,2
"2871",4954,NA,1,1,1,3,3
"2872",4955,NA,1,1,2,2,3
"2873",4956,NA,NA,NA,1,1,1
"2874",4957,NA,1,1,1,2,2
"2875",4958,NA,NA,1,2,2,2
"2876",4959,NA,NA,1,1,1,2
"2878",4962,NA,NA,NA,1,2,2
"2879",4963,NA,NA,NA,NA,2,2
"2880",4964,NA,NA,1,1,2,3
"2881",4966,NA,NA,NA,2,2,2
"2882",4967,NA,NA,NA,NA,NA,2
"2883",4968,NA,NA,NA,2,2,2
"2884",4969,NA,NA,NA,1,2,2
"2886",4970,NA,NA,NA,NA,NA,1
"2887",4973,NA,NA,NA,NA,NA,1
"2888",4974,NA,NA,NA,NA,1,2
"2890",4981,NA,NA,NA,NA,1,4
"2891",4982,NA,NA,NA,2,3,5
"2893",4991,NA,NA,NA,1,1,1
"2894",4999,NA,1,1,1,1,1
"2898",5000,NA,1,1,1,1,1
"2899",5001,NA,1,1,1,1,1
"2900",5002,NA,1,1,1,1,1
"2901",5003,1,1,1,1,1,1
"2902",5006,NA,NA,1,1,1,1
"2903",5008,NA,NA,NA,NA,1,1
"2905",5014,NA,NA,NA,NA,NA,1
"2907",5020,NA,NA,NA,NA,NA,1
"2908",5023,NA,NA,NA,1,1,1
"2909",5024,NA,NA,NA,1,1,1
"2910",5026,NA,1,1,1,1,1
"2911",5027,NA,NA,1,1,1,1
"2912",5029,NA,NA,NA,1,1,1
"2914",5031,NA,NA,1,1,1,1
"2915",5032,NA,NA,1,1,1,1
"2916",5033,NA,1,1,1,1,1
"2917",5034,NA,NA,1,1,1,1
"2918",5035,NA,1,1,1,1,1
"2919",5037,NA,1,1,1,1,1
"2920",5038,NA,NA,1,1,1,1
"2922",5040,NA,NA,NA,1,1,1
"2923",5042,NA,NA,NA,NA,NA,2
"2924",5043,NA,NA,NA,NA,NA,1
"2925",5045,NA,NA,1,1,2,2
"2926",5048,NA,1,1,1,1,1
"2927",5049,NA,1,1,1,1,1
"2929",5050,NA,1,1,1,1,2
"2930",5051,1,1,1,1,1,1
"2931",5052,1,1,1,1,1,1
"2932",5053,NA,1,1,1,1,1
"2933",5054,NA,1,1,1,1,1
"2934",5055,NA,NA,1,1,1,1
"2935",5057,NA,NA,1,1,1,1
"2936",5059,NA,NA,1,1,1,1
"2938",5060,NA,NA,1,1,1,1
"2939",5061,NA,NA,NA,1,1,1
"2940",5063,NA,NA,NA,1,1,1
"2941",5066,NA,1,1,1,1,1
"2942",5067,NA,1,1,1,1,2
"2943",5068,NA,1,1,1,1,2
"2944",5069,NA,1,1,1,3,3
"2946",5071,1,1,1,1,2,3
"2947",5072,NA,1,1,1,1,2
"2948",5073,NA,1,1,1,1,1
"2949",5075,NA,1,1,2,2,2
"2950",5077,1,1,1,1,2,2
"2951",5079,NA,NA,1,1,2,2
"2953",5081,NA,NA,NA,1,1,2
"2954",5084,NA,NA,NA,2,2,2
"2955",5085,NA,NA,NA,NA,1,1
"2956",5086,NA,NA,NA,NA,NA,1
"2957",5087,NA,NA,NA,NA,2,2
"2958",5088,NA,NA,NA,NA,1,1
"2960",5093,NA,NA,2,2,2,2
"2961",5097,NA,1,1,1,2,2
"2962",5098,NA,NA,1,1,2,2
"2963",5099,NA,NA,1,1,2,2
"2966",5100,NA,NA,NA,2,2,2
"2967",5102,NA,1,2,2,2,3
"2968",5103,NA,1,2,2,3,3
"2969",5104,NA,NA,NA,2,2,2
"2970",5105,NA,NA,1,1,3,3
"2971",5106,NA,NA,NA,2,2,3
"2972",5107,NA,NA,1,1,3,3
"2973",5112,NA,1,1,NA,1,1
"2974",5113,NA,1,1,NA,1,1
"2975",5115,NA,NA,1,NA,1,1
"2976",5116,NA,NA,1,NA,1,1
"2977",5117,NA,NA,1,NA,1,1
"2978",5118,NA,NA,1,NA,1,1
"2979",5119,1,1,1,NA,1,2
"2981",5121,1,1,1,NA,1,2
"2982",5122,1,1,1,NA,1,2
"2983",5126,NA,NA,NA,1,1,1
"2984",5128,NA,NA,NA,2,2,2
"2985",5129,NA,NA,1,2,2,2
"2987",5130,NA,NA,1,1,1,1
"2988",5132,NA,NA,NA,1,1,1
"2989",5134,NA,NA,1,1,2,2
"2990",5135,NA,NA,1,1,2,2
"2991",5136,NA,NA,1,1,2,2
"2992",5137,NA,NA,1,1,1,1
"2993",5139,NA,1,1,1,1,2
"2995",5142,NA,1,1,1,2,2
"2996",5143,NA,NA,1,1,1,2
"2997",5144,NA,1,1,1,2,3
"2998",5145,NA,1,1,2,2,2
"2999",5146,NA,1,1,2,2,2
"3000",5147,NA,1,1,1,3,3
"3001",5148,NA,1,1,2,2,2
"3002",5149,NA,NA,1,1,3,3
"3004",5150,NA,1,1,2,2,2
"3005",5151,NA,1,1,2,3,3
"3006",5152,NA,NA,1,1,2,2
"3007",5153,NA,1,1,1,3,3
"3008",5154,1,1,2,2,2,2
"3009",5155,1,1,1,2,2,2
"3010",5156,NA,1,1,1,1,1
"3011",5157,1,1,1,2,2,3
"3012",5159,NA,NA,NA,1,3,3
"3014",5160,NA,NA,NA,1,3,3
"3015",5163,NA,1,1,2,2,2
"3017",5170,NA,NA,1,1,1,2
"3018",5176,NA,1,1,1,2,2
"3019",5177,NA,1,1,1,2,2
"3020",5178,NA,NA,1,1,2,2
"3021",5179,NA,NA,1,2,2,2
"3023",5180,NA,NA,1,1,2,2
"3024",5181,NA,1,1,1,2,2
"3025",5182,NA,NA,1,1,1,1
"3026",5183,NA,NA,1,1,1,1
"3027",5185,NA,NA,1,1,1,2
"3028",5187,NA,NA,1,1,1,1
"3029",5188,NA,NA,NA,1,1,2
"3031",5191,NA,NA,NA,NA,NA,1
"3032",5192,NA,NA,NA,NA,1,1
"3033",5195,NA,NA,NA,NA,1,1
"3034",5197,NA,NA,NA,NA,1,2
"3035",5198,NA,NA,NA,NA,1,1
"3038",5201,NA,NA,NA,NA,NA,1
"3039",5202,NA,NA,NA,NA,NA,1
"3040",5203,NA,NA,NA,NA,1,1
"3041",5204,NA,NA,NA,1,1,1
"3042",5205,NA,NA,NA,1,1,1
"3043",5206,NA,NA,NA,1,1,1
"3044",5207,NA,NA,NA,1,1,1
"3045",5208,NA,NA,NA,NA,1,1
"3046",5209,NA,NA,NA,1,1,1
"3048",5212,NA,NA,1,1,1,1
"3049",5214,NA,NA,NA,1,1,1
"3050",5215,NA,NA,1,1,1,2
"3051",5216,NA,NA,NA,1,1,2
"3052",5217,NA,NA,1,1,2,2
"3053",5218,NA,1,1,1,1,2
"3054",5219,NA,NA,1,1,1,1
"3056",5221,NA,NA,NA,NA,NA,1
"3057",5222,NA,NA,1,1,1,1
"3058",5224,NA,NA,NA,1,1,1
"3059",5225,NA,NA,NA,NA,1,1
"3060",5227,NA,NA,NA,1,1,1
"3062",5230,NA,NA,NA,1,2,2
"3063",5231,NA,NA,NA,NA,NA,1
"3064",5232,NA,NA,NA,NA,1,2
"3065",5234,NA,NA,NA,NA,NA,1
"3066",5235,NA,NA,NA,NA,NA,1
"3067",5236,NA,NA,NA,NA,NA,1
"3068",5238,NA,NA,NA,NA,1,1
"3070",5240,NA,NA,NA,1,1,1
"3071",5241,NA,NA,NA,1,1,1
"3072",5242,NA,NA,1,1,1,1
"3073",5243,NA,NA,1,1,1,1
"3074",5249,NA,1,1,1,1,1
"3076",5250,NA,1,1,1,1,1
"3077",5251,NA,1,1,1,1,1
"3078",5252,NA,NA,1,1,1,1
"3079",5255,NA,NA,NA,NA,1,1
"3081",5260,NA,NA,NA,NA,NA,1
"3082",5265,NA,NA,NA,1,1,1
"3083",5267,NA,NA,NA,NA,1,1
"3084",5269,NA,NA,NA,NA,NA,1
"3086",5270,NA,NA,NA,NA,1,1
"3087",5272,NA,NA,NA,NA,NA,1
"3088",5279,NA,NA,NA,NA,NA,1
"3090",5282,NA,NA,1,1,1,1
"3092",5292,NA,NA,NA,NA,NA,1
"3093",5293,NA,NA,NA,NA,1,1
"3094",5296,NA,NA,NA,1,1,1
"3095",5297,NA,NA,NA,1,1,1
"3096",5298,NA,NA,NA,1,1,1
"3097",5299,NA,NA,NA,1,1,1
"3106",5363,NA,1,2,2,3,4
"3108",5370,NA,NA,NA,NA,NA,1
"3109",5373,NA,NA,NA,1,1,1
"3111",5389,NA,1,2,3,4,5
"3113",5391,NA,NA,NA,NA,1,1
"3114",5395,NA,NA,NA,1,2,2
"3115",5397,NA,1,1,2,2,3
"3118",5401,NA,NA,1,2,3,4
"3119",5407,NA,NA,1,2,2,4
"3120",5408,NA,NA,1,2,2,4
"3121",5409,NA,NA,NA,1,1,2
"3123",5410,NA,1,1,2,4,4
"3124",5411,NA,1,1,2,4,4
"3125",5412,NA,1,2,2,4,4
"3126",5413,NA,NA,NA,1,2,3
"3127",5415,NA,1,2,2,2,4
"3128",5416,NA,NA,1,2,4,4
"3129",5419,NA,NA,1,1,1,1
"3131",5421,NA,1,1,1,1,1
"3132",5422,NA,1,1,1,2,4
"3133",5424,1,1,1,1,2,4
"3134",5425,NA,1,2,2,3,3
"3135",5426,NA,1,2,2,3,3
"3136",5427,NA,NA,1,2,2,2
"3137",5428,NA,NA,1,1,1,1
"3139",5432,NA,NA,NA,NA,NA,2
"3140",5433,NA,1,1,1,1,1
"3141",5434,NA,NA,NA,1,1,1
"3142",5435,NA,1,2,2,5,5
"3143",5436,NA,1,1,1,3,3
"3144",5438,NA,2,2,2,5,5
"3145",5439,1,2,2,2,5,5
"3147",5446,1,1,1,2,4,4
"3148",5449,NA,NA,NA,1,1,2
"3150",5453,NA,NA,1,1,2,2
"3151",5455,NA,NA,1,2,2,2
"3152",5457,NA,1,2,2,3,4
"3153",5459,1,1,1,1,1,1
"3155",5464,NA,1,2,2,4,4
"3156",5465,NA,1,2,2,4,4
"3157",5466,NA,1,2,3,6,6
"3158",5467,NA,1,2,2,5,5
"3159",5468,1,2,2,2,3,4
"3160",5469,NA,2,2,2,5,5
"3162",5470,NA,2,2,2,4,5
"3163",5471,NA,2,2,2,3,4
"3164",5472,NA,2,2,5,7,7
"3165",5473,NA,1,2,3,5,6
"3166",5474,NA,1,2,2,4,4
"3167",5475,NA,1,2,2,2,2
"3168",5477,NA,1,1,3,5,7
"3170",5482,NA,NA,1,1,3,3
"3171",5483,NA,NA,NA,NA,NA,1
"3176",5510,NA,1,1,1,1,1
"3177",5511,NA,NA,1,1,1,1
"3179",5523,NA,NA,NA,NA,1,1
"3180",5524,NA,NA,NA,NA,1,1
"3182",5530,1,1,1,1,1,1
"3183",5532,NA,NA,1,1,1,1
"3184",5534,NA,NA,NA,1,1,1
"3185",5535,NA,NA,1,1,1,1
"3186",5536,NA,NA,NA,1,1,1
"3187",5537,NA,NA,1,1,1,1
"3188",5538,NA,NA,1,1,1,1
"3190",5540,NA,NA,1,1,1,1
"3191",5541,NA,NA,1,1,1,1
"3192",5542,NA,NA,NA,NA,1,1
"3193",5544,NA,NA,NA,NA,1,1
"3194",5545,NA,NA,NA,NA,1,1
"3195",5546,NA,NA,NA,1,1,2
"3196",5547,NA,NA,1,1,1,1
"3197",5548,NA,NA,1,1,1,2
"3198",5549,NA,NA,NA,NA,1,1
"3200",5550,NA,NA,NA,1,1,1
"3201",5551,NA,NA,NA,NA,1,1
"3202",5552,NA,NA,NA,NA,1,1
"3203",5554,NA,NA,NA,1,1,1
"3204",5556,NA,NA,NA,NA,1,1
"3205",5557,NA,NA,NA,NA,1,1
"3207",5563,NA,NA,NA,NA,1,1
"3208",5564,NA,NA,NA,1,2,2
"3210",5576,NA,NA,NA,NA,1,1
"3212",5586,NA,NA,NA,NA,1,2
"3213",5587,NA,NA,NA,1,1,2
"3214",5589,NA,NA,NA,1,2,2
"3216",5590,NA,NA,NA,2,2,3
"3217",5591,NA,NA,NA,1,2,2
"3218",5592,NA,NA,1,2,2,2
"3219",5593,NA,NA,1,1,1,2
"3220",5594,NA,NA,NA,2,2,3
"3221",5595,NA,NA,1,1,2,2
"3224",5601,NA,NA,NA,1,2,2
"3225",5602,NA,NA,NA,NA,2,2
"3227",5610,NA,NA,NA,1,1,2
"3228",5614,NA,NA,NA,NA,1,2
"3229",5615,NA,NA,NA,NA,NA,2
"3230",5617,NA,NA,NA,NA,1,2
"3231",5618,NA,NA,NA,NA,1,1
"3233",5620,NA,NA,NA,NA,2,2
"3234",5629,NA,NA,NA,1,1,1
"3237",5640,NA,NA,NA,NA,NA,1
"3238",5643,NA,NA,NA,NA,NA,1
"3239",5644,NA,NA,NA,1,1,1
"3241",5654,NA,NA,NA,NA,NA,1
"3242",5658,NA,NA,NA,NA,NA,1
"3244",5664,NA,NA,NA,NA,NA,1
"3247",5688,NA,NA,NA,1,1,1
"3249",5690,NA,NA,NA,NA,NA,1
"3253",5712,NA,NA,NA,NA,NA,1
"3255",5728,NA,NA,NA,NA,NA,1
"3257",5731,NA,NA,NA,1,1,1
"3258",5732,NA,NA,NA,NA,1,1
"3259",5733,NA,NA,NA,1,1,1
"3260",5734,NA,NA,NA,NA,1,1
"3261",5735,NA,NA,NA,1,1,1
"3262",5736,NA,NA,NA,1,1,1
"3264",5740,NA,NA,NA,NA,NA,1
"3265",5742,NA,NA,NA,NA,NA,1
"3267",5754,NA,NA,NA,NA,NA,2
"3269",5768,NA,NA,NA,1,1,1
"3271",5779,NA,NA,NA,NA,1,1
"3273",5783,NA,NA,NA,NA,NA,1
"3274",5784,NA,NA,NA,NA,1,1
"3275",5787,NA,NA,NA,NA,1,1
"3279",5808,NA,NA,NA,NA,NA,1
"3281",5812,NA,NA,NA,NA,1,1
"3282",5813,NA,NA,NA,NA,1,1
"3283",5814,NA,NA,NA,1,1,1
"3284",5815,NA,NA,NA,1,1,1
"3285",5816,NA,NA,NA,1,1,1
"3286",5817,NA,NA,NA,1,1,1
"3287",5818,NA,NA,1,1,1,1
"3289",5820,NA,NA,NA,1,1,1
"3290",5821,NA,NA,1,1,1,1
"3291",5822,NA,NA,1,1,1,2
"3292",5823,NA,NA,1,1,1,1
"3293",5824,NA,1,1,1,1,1
"3294",5825,NA,1,1,1,1,1
"3295",5826,NA,1,1,1,1,1
"3296",5827,NA,1,1,1,1,1
"3297",5828,1,1,1,1,1,1
"3299",5832,NA,NA,NA,1,1,1
"3300",5838,NA,NA,NA,NA,NA,1
"3301",5839,NA,NA,NA,NA,NA,1
"3303",5841,NA,NA,NA,NA,1,2
"3304",5844,NA,NA,NA,NA,NA,1
"3305",5845,NA,NA,1,1,1,1
"3306",5847,NA,1,1,1,1,1
"3307",5849,NA,NA,NA,NA,1,1
"3309",5851,NA,NA,NA,NA,1,1
"3310",5852,NA,NA,NA,NA,1,1
"3311",5854,NA,NA,NA,NA,NA,1
"3312",5857,NA,NA,NA,NA,NA,1
"3313",5858,NA,NA,NA,NA,NA,1
"3314",5859,NA,NA,NA,NA,1,1
"3316",5862,NA,NA,NA,NA,NA,1
"3317",5863,NA,NA,NA,NA,NA,2
"3318",5869,NA,NA,NA,NA,NA,1
"3320",5871,NA,NA,NA,NA,NA,1
"3322",5882,NA,NA,NA,NA,NA,2
"3323",5888,NA,1,1,1,1,1
"3324",5889,NA,NA,NA,NA,NA,1
"3326",5896,NA,NA,NA,NA,1,1
"3327",5897,1,1,1,1,1,1
"3328",5898,NA,1,1,1,1,1
"3331",5903,NA,1,1,1,1,1
"3332",5904,1,1,1,1,1,1
"3333",5905,NA,1,1,1,1,1
"3334",5906,NA,NA,1,2,2,2
"3335",5907,NA,NA,1,2,2,2
"3336",5908,NA,NA,1,1,1,1
"3337",5909,NA,NA,2,2,2,2
"3339",5910,NA,NA,1,1,1,1
"3340",5911,NA,NA,1,1,1,1
"3341",5914,NA,NA,NA,NA,1,1
"3343",5925,NA,NA,NA,NA,1,1
"3345",5930,NA,1,1,1,1,1
"3348",5955,NA,NA,NA,NA,NA,1
"3349",5959,NA,NA,NA,NA,NA,1
"3352",5971,NA,NA,NA,NA,NA,1
"3353",5977,NA,1,1,1,1,1
"3355",5989,NA,NA,NA,1,1,1
"3357",5990,NA,NA,NA,1,1,1
"3358",5992,NA,NA,NA,NA,1,1
"3359",5994,NA,NA,NA,NA,1,1
"3360",5995,NA,NA,NA,1,1,1
"3361",5996,NA,NA,NA,NA,NA,1
"3362",5997,NA,NA,NA,1,1,1
"3363",5998,NA,NA,NA,1,1,4
"3364",5999,NA,NA,NA,1,1,2
"3368",6000,NA,NA,NA,NA,NA,1
"3369",6002,NA,NA,NA,NA,1,1
"3370",6006,NA,NA,NA,NA,NA,1
"3371",6008,NA,NA,NA,NA,1,1
"3372",6009,NA,NA,NA,NA,NA,1
"3374",6011,NA,NA,NA,NA,1,1
"3375",6012,NA,NA,NA,NA,NA,1
"3376",6015,NA,NA,NA,NA,NA,1
"3377",6017,NA,1,1,2,2,3
"3379",6021,NA,NA,NA,NA,1,1
"3380",6023,NA,NA,NA,1,1,1
"3381",6024,NA,NA,NA,1,1,1
"3382",6027,NA,NA,NA,1,1,1
"3384",6031,NA,NA,1,1,2,2
"3385",6032,NA,1,1,2,2,2
"3386",6033,NA,1,1,1,2,2
"3387",6034,NA,NA,1,1,1,1
"3388",6035,NA,NA,NA,NA,NA,1
"3389",6036,NA,1,1,1,2,2
"3390",6038,NA,1,1,1,2,2
"3391",6039,NA,1,1,1,1,2
"3393",6040,NA,NA,NA,1,1,1
"3394",6041,NA,1,1,1,1,2
"3395",6042,NA,NA,NA,1,2,2
"3396",6043,NA,NA,1,1,1,2
"3397",6044,NA,NA,NA,1,1,1
"3398",6049,NA,NA,1,1,1,1
"3400",6050,NA,NA,1,1,1,5
"3401",6052,NA,NA,NA,NA,1,1
"3402",6053,1,1,1,1,1,1
"3403",6056,NA,NA,NA,1,3,5
"3404",6057,NA,NA,NA,1,2,2
"3406",6061,NA,NA,NA,NA,1,1
"3407",6062,NA,NA,NA,NA,NA,1
"3408",6064,NA,1,1,1,1,1
"3409",6068,NA,NA,1,1,1,1
"3410",6069,1,1,1,1,1,1
"3412",6070,NA,1,1,1,1,1
"3413",6071,NA,NA,1,1,1,1
"3414",6073,NA,NA,1,1,1,1
"3415",6075,NA,NA,NA,1,1,1
"3416",6076,NA,NA,NA,1,1,2
"3417",6077,NA,NA,NA,NA,1,1
"3419",6080,NA,1,1,1,1,1
"3420",6081,NA,1,1,1,1,1
"3421",6083,NA,NA,NA,1,1,1
"3423",6094,NA,NA,NA,NA,1,4
"3426",6101,NA,NA,1,1,1,1
"3427",6103,NA,NA,NA,NA,1,1
"3428",6105,1,1,1,1,1,2
"3429",6106,NA,NA,NA,1,1,1
"3430",6107,NA,NA,NA,NA,1,1
"3432",6112,NA,NA,1,1,1,1
"3433",6113,NA,1,1,1,2,2
"3434",6114,NA,NA,NA,1,2,2
"3435",6115,1,1,1,1,2,2
"3436",6118,NA,NA,1,2,3,3
"3437",6119,NA,1,1,3,3,3
"3439",6120,NA,1,1,2,3,3
"3440",6121,NA,NA,2,2,2,3
"3441",6122,NA,NA,NA,1,2,2
"3442",6123,NA,1,2,3,3,3
"3443",6124,NA,2,2,2,3,3
"3444",6125,NA,NA,2,2,3,3
"3445",6126,NA,1,2,2,2,3
"3446",6127,NA,1,2,2,2,3
"3447",6128,NA,2,2,2,3,3
"3448",6129,NA,1,1,1,3,3
"3450",6130,NA,1,1,2,3,3
"3451",6131,1,2,2,2,3,3
"3452",6138,NA,NA,NA,1,2,3
"3454",6140,NA,1,1,1,1,2
"3455",6142,NA,1,1,2,3,3
"3456",6144,NA,NA,2,3,3,3
"3457",6147,NA,NA,1,2,2,2
"3458",6148,NA,1,2,3,5,6
"3460",6150,NA,1,1,1,2,2
"3461",6151,1,1,2,2,2,2
"3462",6152,1,1,1,1,2,2
"3463",6154,NA,1,1,1,2,2
"3464",6156,NA,1,1,1,3,3
"3465",6158,NA,1,1,1,3,3
"3466",6159,1,1,1,1,1,1
"3468",6160,NA,1,1,1,1,3
"3469",6164,NA,NA,NA,1,1,3
"3470",6169,NA,NA,NA,NA,2,2
"3472",6170,NA,1,2,2,3,3
"3473",6172,NA,NA,1,1,1,2
"3474",6173,NA,NA,NA,2,2,2
"3475",6176,NA,NA,NA,1,2,2
"3476",6177,NA,NA,NA,NA,NA,2
"3477",6179,NA,1,1,2,2,2
"3479",6180,NA,1,1,1,1,1
"3480",6181,1,1,1,1,2,2
"3481",6182,NA,1,1,1,1,1
"3482",6183,NA,1,1,1,1,1
"3483",6184,1,1,1,2,3,3
"3484",6185,NA,1,1,1,2,3
"3486",6191,NA,NA,2,4,5,8
"3487",6192,NA,NA,2,3,4,10
"3488",6193,NA,NA,1,3,4,7
"3489",6194,NA,NA,NA,1,1,1
"3490",6195,NA,1,1,1,4,10
"3491",6196,NA,NA,2,3,5,11
"3492",6197,NA,NA,1,2,3,6
"3493",6198,NA,NA,NA,2,5,5
"3494",6199,1,1,1,2,5,5
"3497",6201,NA,1,2,3,4,7
"3498",6203,NA,1,1,1,1,4
"3499",6204,NA,NA,NA,1,1,1
"3500",6205,NA,NA,1,1,3,5
"3501",6206,NA,NA,NA,2,5,10
"3502",6207,NA,NA,1,2,5,7
"3503",6208,NA,NA,1,1,5,7
"3504",6209,NA,NA,NA,NA,NA,1
"3506",6210,NA,NA,NA,2,6,9
"3507",6211,NA,NA,1,1,2,7
"3508",6214,NA,NA,NA,NA,4,5
"3509",6216,NA,NA,NA,NA,NA,1
"3510",6218,NA,NA,NA,NA,NA,1
"3511",6219,NA,NA,NA,NA,NA,1
"3513",6220,NA,NA,NA,NA,NA,1
"3514",6221,NA,NA,NA,NA,1,1
"3515",6222,NA,NA,NA,NA,NA,2
"3516",6224,NA,NA,NA,NA,1,1
"3517",6225,NA,NA,NA,NA,3,3
"3518",6226,NA,NA,NA,NA,1,1
"3519",6228,NA,NA,NA,NA,2,2
"3521",6236,NA,NA,NA,NA,NA,2
"3522",6237,NA,NA,NA,NA,NA,2
"3524",6240,NA,NA,NA,NA,1,1
"3525",6241,NA,NA,NA,NA,NA,1
"3526",6246,NA,NA,NA,1,1,1
"3527",6247,NA,NA,1,2,4,9
"3528",6248,NA,NA,1,1,1,1
"3530",6250,NA,NA,1,1,2,4
"3531",6251,NA,NA,NA,1,1,2
"3532",6254,NA,NA,NA,1,1,2
"3533",6255,NA,NA,NA,NA,NA,2
"3534",6256,NA,NA,NA,NA,1,3
"3535",6257,NA,NA,NA,1,2,3
"3536",6258,NA,NA,NA,NA,1,1
"3537",6259,NA,NA,NA,1,2,2
"3539",6261,NA,NA,1,1,1,2
"3540",6262,NA,NA,NA,1,1,1
"3541",6263,NA,NA,1,1,1,2
"3542",6264,NA,NA,NA,NA,NA,2
"3543",6266,NA,NA,NA,NA,1,5
"3545",6270,NA,NA,NA,NA,1,1
"3546",6272,NA,NA,NA,1,1,1
"3547",6274,NA,NA,NA,NA,2,2
"3548",6275,NA,NA,NA,NA,3,5
"3549",6277,NA,NA,NA,3,3,8
"3550",6278,NA,NA,NA,2,3,8
"3551",6279,NA,NA,NA,1,1,1
"3553",6280,NA,NA,1,2,3,7
"3554",6281,NA,NA,NA,NA,NA,3
"3555",6282,NA,NA,2,2,2,2
"3556",6283,NA,NA,NA,1,1,1
"3557",6285,NA,NA,NA,1,2,3
"3559",6297,NA,NA,1,1,5,6
"3560",6298,NA,NA,NA,1,3,5
"3563",6300,NA,NA,NA,NA,2,3
"3566",6326,NA,NA,NA,NA,1,1
"3569",6341,NA,NA,NA,NA,2,2
"3570",6345,NA,NA,NA,NA,NA,1
"3574",6374,NA,NA,NA,NA,1,1
"3579",6402,NA,NA,2,2,2,2
"3580",6403,NA,NA,2,2,2,2
"3581",6406,NA,NA,NA,2,2,2
"3583",6412,NA,NA,NA,NA,2,2
"3584",6414,NA,NA,NA,NA,NA,2
"3585",6417,NA,NA,NA,NA,2,2
"3586",6418,NA,NA,2,2,2,2
"3587",6419,NA,NA,NA,NA,2,2
"3589",6420,NA,NA,2,2,2,2
"3590",6421,NA,NA,NA,2,2,2
"3591",6422,NA,NA,NA,2,2,2
"3592",6423,NA,NA,NA,2,2,2
"3593",6424,NA,NA,NA,2,2,2
"3594",6425,NA,NA,2,2,2,2
"3595",6429,NA,NA,2,2,2,2
"3597",6433,NA,2,2,2,2,2
"3598",6435,2,2,2,2,2,2
"3599",6437,NA,NA,2,2,2,2
"3600",6438,NA,NA,2,2,2,2
"3601",6439,NA,NA,2,2,2,2
"3603",6441,NA,1,1,1,1,1
"3604",6442,1,1,1,1,1,1
"3605",6443,NA,1,1,1,1,1
"3606",6444,NA,1,1,1,1,1
"3607",6445,NA,NA,1,1,1,1
"3608",6446,NA,1,1,1,1,1
"3609",6447,NA,1,1,1,1,1
"3610",6448,NA,1,1,1,1,1
"3611",6449,NA,1,1,1,1,1
"3613",6450,NA,1,1,1,1,1
"3614",6452,NA,NA,1,1,1,1
"3615",6454,NA,NA,1,1,1,1
"3616",6456,NA,NA,NA,1,1,1
"3617",6457,NA,NA,NA,1,1,1
"3619",6465,NA,NA,NA,NA,2,2
"3620",6466,NA,NA,NA,NA,NA,1
"3621",6468,NA,NA,NA,NA,NA,1
"3623",6470,NA,NA,NA,1,1,1
"3624",6474,NA,NA,NA,NA,2,2
"3625",6475,NA,NA,NA,NA,NA,2
"3626",6477,NA,NA,NA,NA,2,2
"3627",6478,NA,NA,NA,NA,2,2
"3628",6479,NA,NA,NA,NA,2,2
"3630",6480,NA,NA,NA,2,2,2
"3631",6481,NA,NA,NA,NA,NA,2
"3632",6482,NA,NA,NA,2,2,2
"3633",6484,NA,NA,NA,NA,NA,2
"3634",6485,NA,NA,NA,NA,NA,2
"3635",6487,NA,NA,NA,NA,NA,2
"3636",6489,NA,NA,NA,NA,NA,2
"3638",6491,NA,NA,NA,2,2,2
"3639",6492,NA,NA,NA,NA,NA,2
"3640",6493,NA,NA,NA,NA,2,2
"3643",6501,1,1,1,1,1,1
"3644",6502,1,1,1,1,1,1
"3645",6505,NA,NA,NA,NA,1,1
"3647",6515,NA,NA,NA,NA,NA,1
"3649",6523,NA,1,1,1,2,3
"3650",6525,NA,NA,1,1,1,1
"3651",6526,NA,NA,1,1,1,1
"3652",6529,NA,1,1,1,1,1
"3654",6530,NA,1,1,1,1,1
"3655",6531,NA,1,1,1,1,1
"3656",6533,NA,1,1,1,1,3
"3657",6534,NA,1,1,1,1,1
"3658",6535,NA,1,1,1,1,3
"3659",6538,NA,NA,NA,1,1,1
"3661",6540,NA,NA,NA,NA,1,1
"3662",6541,NA,NA,NA,NA,1,1
"3663",6543,NA,NA,NA,NA,1,1
"3664",6545,NA,NA,NA,NA,NA,1
"3665",6548,NA,NA,NA,NA,NA,1
"3666",6549,NA,NA,NA,NA,1,1
